,title,year_published,min_players,max_players,play_time,pt_min,pt_max,age,categories,mechanics,subdomain,num_honors
171623,The Voyages of Marco Polo,2015,2,4,100,40,100,12,"['Dice', 'Economic', 'Medieval', 'Travel']","['Contracts', 'Dice Rolling', 'Point to Point Movement', 'Resource to Move', 'Turn Order: Claim Action', 'Variable Player Powers', 'Variable Set-up', 'Worker Placement with Dice Workers']",Strategy Games,22
62219,Dominant Species,2010,2,6,240,120,240,14,"['Animals', 'Environmental', 'Prehistoric']","['Action Queue', 'Area Majority / Influence', 'End Game Bonuses', 'Grid Movement', 'Hexagon Grid', 'Map Addition', 'Open Drafting', 'Take That', 'Tile Placement', 'Turn Order: Claim Action', 'Variable Player Powers', 'Worker Placement']",Strategy Games,9
68448,7 Wonders,2010,2,7,30,30,30,10,"['Ancient', 'Card Game', 'City Building', 'Civilization', 'Economic']","['Closed Drafting', 'Hand Management', 'Neighbor Scope', 'Set Collection', 'Simultaneous Action Selection', 'Variable Player Powers']",Family Games,53
317985,Beyond the Sun,2020,2,4,120,60,120,14,"['Science Fiction', 'Space Exploration']","['Action Drafting', 'Area Majority / Influence', 'Contracts', 'Events', 'Point to Point Movement', 'Tech Trees / Tech Tracks', 'Worker Placement']",Strategy Games,6
180263,The 7th Continent,2017,1,4,1000,5,1000,14,"['Adventure', 'Card Game', 'Exploration', 'Science Fiction']","['Area Movement', 'Cooperative Game', 'Hand Management', 'Map Addition', 'Modular Board', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game', 'Storytelling', 'Variable Player Powers']",Thematic Games,21
264220,Tainted Grail: The Fall of Avalon,2019,1,4,120,60,120,14,"['Adventure', 'Exploration', 'Fantasy', 'Mature / Adult', 'Medieval', 'Mythology', 'Travel']","['Area Movement', 'Campaign / Battle Card Driven', 'Cooperative Game', 'Deck, Bag, and Pool Building', 'Dice Rolling', 'Hand Management', 'Map Addition', 'Modular Board', 'Narrative Choice / Paragraph', 'Role Playing', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game', 'Storytelling', 'Variable Player Powers']",Thematic Games,14
231733,Obsession,2018,1,4,90,30,90,14,['Post-Napoleonic'],"['Deck, Bag, and Pool Building', 'Hand Management', 'Open Drafting', 'Solo / Solitaire Game', 'Worker Placement', 'Worker Placement, Different Worker Types']",Strategy Games,1
236457,Architects of the West Kingdom,2018,1,5,80,60,80,12,"['City Building', 'Medieval']","['Open Drafting', 'Solo / Solitaire Game', 'Variable Player Powers', 'Worker Placement']",Strategy Games,21
93,El Grande,1995,2,5,120,60,120,12,"['Medieval', 'Renaissance']","['Action Drafting', 'Area Majority / Influence', 'Area Movement', 'Auction/Bidding', 'Hand Management', 'Memory', 'Open Drafting', 'Selection Order Bid', 'Simultaneous Action Selection', 'Turn Order: Progressive', 'Turn Order: Stat-Based']",Strategy Games,4
37111,Battlestar Galactica: The Board Game,2008,3,6,180,120,180,14,"['Bluffing', 'Deduction', 'Movies / TV / Radio theme', 'Political', 'Science Fiction', 'Space Exploration', 'Spies/Secret Agents']","['Area Movement', 'Dice Rolling', 'Hand Management', 'Hidden Roles', 'Once-Per-Game Abilities', 'Role Playing', 'Team-Based Game', 'Traitor Game', 'Variable Player Powers', 'Variable Set-up', 'Voting']",Thematic Games,13
122515,Keyflower,2012,2,6,120,90,120,12,"['City Building', 'Economic', 'Renaissance', 'Territory Building', 'Transportation']","['Auction/Bidding', 'Auction: Fixed Placement', 'Auction: Multiple Lot', 'Constrained Bidding', 'End Game Bonuses', 'Hexagon Grid', 'Modular Board', 'Network and Route Building', 'Ownership', 'Set Collection', 'Tile Placement', 'Turn Order: Auction', 'Variable Set-up', 'Worker Placement', 'Worker Placement, Different Worker Types']",Strategy Games,12
279537,The Search for Planet X,2020,1,4,75,60,75,13,"['Deduction', 'Puzzle']","['Action Points', 'Deduction', 'End Game Bonuses', 'Paper-and-Pencil', 'Solo / Solitaire Game', 'Turn Order: Time Track']",Strategy Games,5
18602,Caylus,2005,2,5,150,60,150,12,"['City Building', 'Economic', 'Medieval']","['Action Queue', 'Ownership', 'Turn Order: Claim Action', 'Turn Order: Pass Order', 'Variable Set-up', 'Worker Placement']",Strategy Games,18
172386,Mombasa,2015,2,4,150,75,150,12,['Economic'],"['Action Queue', 'Area Majority / Influence', 'Deck, Bag, and Pool Building', 'Hand Management', 'Investment', 'Open Drafting', 'Simultaneous Action Selection', 'Stock Holding', 'Turn Order: Claim Action', 'Variable Player Powers', 'Worker Placement']",Strategy Games,19
225694,Decrypto,2018,3,8,45,15,45,12,"['Bluffing', 'Deduction', 'Party Game', 'Spies/Secret Agents', 'Word Game']","['Communication Limits', 'Targeted Clues', 'Team-Based Game']",Party Games,18
170042,Raiders of the North Sea,2015,2,4,80,60,80,12,"['Medieval', 'Nautical']","['Contracts', 'Dice Rolling', 'Hand Management', 'Worker Placement', 'Worker Placement, Different Worker Types']",Strategy Games,9
155821,Inis,2016,2,4,90,60,90,14,"['Card Game', 'Exploration', 'Medieval', 'Mythology']","['Area Majority / Influence', 'Area Movement', 'Campaign / Battle Card Driven', 'Closed Drafting', 'Hand Management', 'Interrupts', 'King of the Hill', 'Map Addition', 'Modular Board', 'Variable Set-up']",Strategy Games,7
40834,Dominion: Intrigue,2009,2,6,30,30,30,13,"['Card Game', 'Medieval']","['Deck, Bag, and Pool Building', 'Delayed Purchase', 'Hand Management']",Strategy Games,8
269385,The Lord of the Rings: Journeys in Middle-Earth,2019,1,5,120,60,120,14,"['Adventure', 'Fantasy', 'Fighting', 'Miniatures', 'Novel-based']","['Campaign / Battle Card Driven', 'Cooperative Game', 'Deck, Bag, and Pool Building', 'Modular Board', 'Role Playing', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game', 'Stat Check Resolution', 'Variable Player Powers']",Thematic Games,4
73439,Troyes,2010,1,4,90,90,90,12,"['Dice', 'Economic', 'Medieval']","['Area Majority / Influence', 'Dice Rolling', 'End Game Bonuses', 'Events', 'Hidden Victory Points', 'Income', 'Ownership', 'Set Collection', 'Solo / Solitaire Game', 'Turn Order: Progressive', 'Variable Set-up', 'Worker Placement with Dice Workers', 'Worker Placement, Different Worker Types']",Strategy Games,13
42,Tigris & Euphrates,1997,2,4,90,90,90,12,"['Ancient', 'Civilization', 'Territory Building']","['Area Majority / Influence', 'Connections', 'Hand Management', 'Hidden Victory Points', 'Highest-Lowest Scoring', 'Income', 'Set Collection', 'Square Grid', 'Tile Placement']",Strategy Games,5
146021,Eldritch Horror,2013,1,8,240,120,240,14,"['Adventure', 'Fighting', 'Horror', 'Novel-based', 'Travel']","['Action Points', 'Cooperative Game', 'Dice Rolling', 'Point to Point Movement', 'Role Playing', 'Solo / Solitaire Game', 'Stat Check Resolution', 'Variable Player Powers']",Thematic Games,5
203993,Lorenzo il Magnifico,2016,2,4,120,60,120,12,['Renaissance'],"['Dice Rolling', 'Open Drafting', 'Worker Placement', 'Worker Placement with Dice Workers']",Strategy Games,4
12493,Twilight Imperium: Third Edition,2005,3,6,240,180,240,14,"['Civilization', 'Negotiation', 'Political', 'Science Fiction', 'Space Exploration', 'Wargame']","['Action Points', 'Area-Impulse', 'Dice Rolling', 'Follow', 'Grid Movement', 'Hexagon Grid', 'Increase Value of Unchosen Resources', 'Modular Board', 'Player Elimination', 'Tile Placement', 'Trading', 'Variable Phase Order', 'Variable Player Powers', 'Voting']",Strategy Games,2
163068,Trickerion: Legends of Illusion,2015,2,4,180,60,180,14,['Post-Napoleonic'],"['Action Points', 'Action Queue', 'Catch the Leader', 'Dice Rolling', 'Simultaneous Action Selection', 'Tile Placement', 'Turn Order: Stat-Based', 'Worker Placement', 'Worker Placement, Different Worker Types']",Strategy Games,4
144733,Russian Railroads,2013,2,4,120,120,120,13,"['Industry / Manufacturing', 'Trains']","['End Game Bonuses', 'Tech Trees / Tech Tracks', 'Turn Order: Claim Action', 'Worker Placement']",Strategy Games,17
163412,Patchwork,2014,2,2,30,15,30,8,"['Abstract Strategy', 'Economic', 'Puzzle']","['Grid Coverage', 'Income', 'Open Drafting', 'Rondel', 'Square Grid', 'Tile Placement', 'Turn Order: Stat-Based', 'Turn Order: Time Track', 'Victory Points as a Resource']",Abstract Games,16
102680,Trajan,2011,2,4,120,60,120,12,"['Ancient', 'Political']","['Area Movement', 'Hand Management', 'Mancala', 'Open Drafting', 'Set Collection']",Strategy Games,16
205896,Rising Sun,2018,3,5,120,90,120,14,"['Bluffing', 'Fantasy', 'Miniatures', 'Mythology', 'Negotiation', 'Wargame']","['Action Drafting', 'Alliances', 'Area Majority / Influence', 'Area Movement', 'Auction: Sealed Bid', 'Betting and Bluffing', 'Closed Drafting', 'End Game Bonuses', 'Follow', 'Force Commitment', 'Negotiation', 'Set Collection', 'Simultaneous Action Selection', 'Take That', 'Variable Phase Order', 'Variable Player Powers', 'Variable Set-up']",Strategy Games,10
366013,Heat: Pedal to the Metal,2022,1,6,60,30,60,10,"['Racing', 'Sports']","['Hand Management', 'Race', 'Simulation', 'Simultaneous Action Selection', 'Track Movement', 'Variable Set-up']",Family Games,1
281259,The Isle of Cats,2019,1,4,90,60,90,8,"['Animals', 'Fantasy', 'Puzzle']","['Closed Drafting', 'Grid Coverage', 'Hidden Victory Points', 'Income', 'Open Drafting', 'Pattern Building', 'Set Collection', 'Solo / Solitaire Game', 'Square Grid', 'Tile Placement', 'Turn Order: Stat-Based']",Family Games,6
218417,Aeon's End: War Eternal,2017,1,4,60,60,60,14,"['Card Game', 'Fantasy', 'Science Fiction']","['Cooperative Game', 'Deck, Bag, and Pool Building', 'Hand Management', 'Open Drafting', 'Variable Phase Order', 'Variable Player Powers']",Strategy Games,3
36218,Dominion,2008,2,4,30,30,30,13,"['Card Game', 'Medieval']","['Deck, Bag, and Pool Building', 'Delayed Purchase', 'Hand Management', 'Take That', 'Variable Set-up']",Strategy Games,45
233371,Clank! In! Space!: A Deck-Building Adventure,2017,2,4,90,45,90,12,['Science Fiction'],"['Deck, Bag, and Pool Building', 'Delayed Purchase', 'Modular Board', 'Open Drafting', 'Player Elimination', 'Point to Point Movement', 'Push Your Luck']",Strategy Games,3
256916,Concordia Venus,2018,2,6,120,60,120,12,"['Ancient', 'Economic']","['Action Retrieval', 'Advantage Token', 'Auction: Dutch', 'Communication Limits', 'Deck, Bag, and Pool Building', 'Follow', 'Hand Management', 'Movement Points', 'Network and Route Building', 'Open Drafting', 'Point to Point Movement', 'Set Collection', 'Team-Based Game', 'Variable Set-up']",Strategy Games,1
175640,Vinhos: Deluxe Edition,2016,1,4,135,60,135,14,"['Economic', 'Industry / Manufacturing']","['Area Majority / Influence', 'Variable Phase Order', 'Worker Placement']",Strategy Games,3
178900,Codenames,2015,2,8,15,15,15,14,"['Card Game', 'Deduction', 'Party Game', 'Spies/Secret Agents', 'Word Game']","['Communication Limits', 'Memory', 'Push Your Luck', 'Team-Based Game']",Party Games,45
172287,Champions of Midgard,2015,2,4,90,60,90,10,"['Adventure', 'Dice', 'Fantasy', 'Fighting', 'Medieval', 'Mythology']","['Dice Rolling', 'Set Collection', 'Variable Player Powers', 'Worker Placement']",Strategy Games,2
198928,Pandemic: Iberia,2016,2,5,45,45,45,8,"['Medical', 'Post-Napoleonic', 'Trains']","['Action Points', 'Cooperative Game', 'Hand Management', 'Network and Route Building', 'Point to Point Movement', 'Set Collection', 'Solo / Solitaire Game', 'Trading', 'Variable Player Powers']",Strategy Games,3
196340,Yokohama,2016,2,4,90,90,90,14,['Economic'],"['Contracts', 'End Game Bonuses', 'Grid Movement', 'Modular Board', 'Network and Route Building', 'Set Collection', 'Variable Set-up', 'Worker Placement', 'Worker Placement, Different Worker Types']",Strategy Games,6
132531,Roll for the Galaxy,2014,2,5,45,45,45,13,"['Civilization', 'Dice', 'Economic', 'Science Fiction', 'Space Exploration']","['Action Retrieval', 'Contracts', 'Deck, Bag, and Pool Building', 'Dice Rolling', 'Follow', 'Simultaneous Action Selection', 'Variable Phase Order', 'Variable Player Powers', 'Worker Placement with Dice Workers']",Strategy Games,9
175155,Forbidden Stars,2015,2,4,180,120,180,14,"['Bluffing', 'Fighting', 'Miniatures', 'Science Fiction', 'Wargame']","['Area Majority / Influence', 'Area Movement', 'Card Play Conflict Resolution', 'Deck, Bag, and Pool Building', 'Dice Rolling', 'Hand Management', 'Modular Board', 'Order Counters', 'Variable Player Powers']",Strategy Games,3
263918,Cartographers,2019,1,100,45,30,45,10,"['Fantasy', 'Territory Building']","['Bingo', 'End Game Bonuses', 'Grid Coverage', 'Line Drawing', 'Paper-and-Pencil', 'Simultaneous Action Selection', 'Solo / Solitaire Game', 'Square Grid']",Family Games,8
266524,PARKS,2019,1,5,60,30,60,10,"['Animals', 'Economic', 'Environmental', 'Travel']","['Contracts', 'End Game Bonuses', 'Modular Board', 'Solo / Solitaire Game', 'Track Movement', 'Turn Order: Claim Action', 'Worker Placement']",Family Games,13
4098,Age of Steam,2002,1,6,120,120,120,13,"['Economic', 'Trains', 'Transportation']","['Auction/Bidding', 'Catch the Leader', 'Connections', 'Dice Rolling', 'Loans', 'Network and Route Building', 'Pick-up and Deliver', 'Player Elimination', 'Scenario / Mission / Campaign Game', 'Selection Order Bid', 'Tile Placement', 'Turn Order: Auction', 'Victory Points as a Resource']",Strategy Games,4
43015,Hansa Teutonica,2009,2,5,90,45,90,12,['Medieval'],"['Action Points', 'Area Majority / Influence', 'End Game Bonuses', 'Network and Route Building', 'Ownership', 'Tech Trees / Tech Tracks']",Strategy Games,10
30549,Pandemic,2008,2,4,45,45,45,8,['Medical'],"['Action Points', 'Cooperative Game', 'Hand Management', 'Point to Point Movement', 'Set Collection', 'Tags', 'Variable Player Powers']",Family Games,41
217372,The Quest for El Dorado,2017,2,4,60,30,60,10,"['Adventure', 'Exploration', 'Racing']","['Deck, Bag, and Pool Building', 'Delayed Purchase', 'Grid Movement', 'Hand Management', 'Hexagon Grid', 'Modular Board', 'Open Drafting', 'Race']",Family Games,14
262712,Res Arcana,2019,2,4,60,30,60,12,"['Card Game', 'Fantasy']","['Hand Management', 'Open Drafting', 'Race', 'Score-and-Reset Game', 'Take That', 'Turn Order: Pass Order', 'Variable Player Powers']",Strategy Games,13
274364,Watergate,2019,2,2,60,30,60,12,"['Card Game', 'Political']","['Action/Event', 'Campaign / Battle Card Driven', 'Connections', 'Hand Management', 'Once-Per-Game Abilities', 'Take That', 'Tug of War']",Strategy Games,14
127023,Kemet,2012,2,5,120,90,120,13,"['Ancient', 'Miniatures', 'Mythology', 'Wargame']","['Action Points', 'Area Majority / Influence', 'Area Movement', 'Card Play Conflict Resolution', 'Hand Management', 'Open Drafting', 'Tech Trees / Tech Tracks']",Strategy Games,2
2511,Sherlock Holmes Consulting Detective: The Thames Murders & Other Cases,1982,1,8,120,60,120,13,"['Deduction', 'Murder/Mystery', 'Novel-based', 'Post-Napoleonic', 'Spies/Secret Agents']","['Cooperative Game', 'Deduction', 'Narrative Choice / Paragraph', 'Solo / Solitaire Game', 'Storytelling']",Thematic Games,6
118048,Targi,2012,2,2,60,60,60,12,"['Arabian', 'Card Game']","['End Game Bonuses', 'Modular Board', 'Open Drafting', 'Set Collection', 'Square Grid', 'Turn Order: Progressive', 'Worker Placement']",Strategy Games,5
271324,It's a Wonderful World,2019,1,5,60,30,60,14,"['Card Game', 'Civilization', 'Economic', 'Science Fiction']","['Closed Drafting', 'End Game Bonuses', 'Hand Management', 'Set Collection', 'Simultaneous Action Selection', 'Solo / Solitaire Game', 'Variable Player Powers']",Strategy Games,22
161970,Alchemists,2014,2,4,120,120,120,13,"['Deduction', 'Fantasy']","['Action Drafting', 'Constrained Bidding', 'Deduction', 'End Game Bonuses', 'Events', 'Hand Management', 'Open Drafting', 'Turn Order: Progressive']",Strategy Games,16
271055,Dwellings of Eldervale,2020,1,5,150,60,150,14,['Fantasy'],"['Dice Rolling', 'Hand Management', 'Modular Board', 'Solo / Solitaire Game', 'Variable Player Powers', 'Worker Placement', 'Worker Placement, Different Worker Types']",Strategy Games,5
147020,Star Realms,2014,2,2,20,20,20,12,"['Card Game', 'Fighting', 'Science Fiction']","['Deck, Bag, and Pool Building', 'Delayed Purchase', 'Hand Management', 'Income', 'Open Drafting', 'Tags', 'Take That', 'Variable Set-up']",Strategy Games,14
233398,Endeavor: Age of Sail,2018,2,5,90,60,90,13,"['Exploration', 'Nautical', 'Renaissance']","['Area Majority / Influence', 'Open Drafting', 'Point to Point Movement', 'Set Collection', 'Tech Trees / Tech Tracks']",Strategy Games,3
308765,Praga Caput Regni,2020,1,4,150,45,150,12,"['City Building', 'Medieval', 'Puzzle']","['Area Majority / Influence', 'Enclosure', 'End Game Bonuses', 'Hexagon Grid', 'Income', 'Three Dimensional Movement', 'Tile Placement', 'Track Movement', 'Variable Set-up']",Strategy Games,5
220877,Rajas of the Ganges,2017,2,4,75,45,75,12,"['Dice', 'Economic', 'Renaissance', 'Territory Building']","['Connections', 'Dice Rolling', 'Network and Route Building', 'Race', 'Tile Placement', 'Worker Placement', 'Worker Placement with Dice Workers']",Strategy Games,7
310873,Carnegie,2022,1,4,120,90,120,12,"['Economic', 'Industry / Manufacturing']","['Action Retrieval', 'Area Movement', 'Connections', 'End Game Bonuses', 'Follow', 'Grid Movement', 'Income', 'Movement Points', 'Network and Route Building', 'Resource to Move', 'Solo / Solitaire Game', 'Square Grid', 'Tech Trees / Tech Tracks', 'Turn Order: Progressive', 'Variable Phase Order', 'Worker Placement, Different Worker Types']",Strategy Games,7
146652,Legendary Encounters: An Alien Deck Building Game,2014,1,5,60,30,60,17,"['Card Game', 'Fighting', 'Horror', 'Movies / TV / Radio theme', 'Science Fiction']","['Cooperative Game', 'Deck, Bag, and Pool Building', 'Delayed Purchase', 'Events', 'Hidden Roles', 'Open Drafting', 'Player Elimination', 'Solo / Solitaire Game', 'Team-Based Game', 'Variable Player Powers']",Thematic Games,5
34635,Stone Age,2008,2,4,90,60,90,10,"['Dice', 'Economic', 'Prehistoric']","['Contracts', 'Dice Rolling', 'End Game Bonuses', 'Set Collection', 'Turn Order: Progressive', 'Worker Placement']",Family Games,28
254640,Just One,2018,3,7,60,20,60,8,"['Party Game', 'Word Game']","['Communication Limits', 'Cooperative Game']",Party Games,23
295770,Frosthaven,2023,1,4,120,30,120,14,"['Adventure', 'Exploration', 'Fantasy', 'Fighting', 'Miniatures']","['Campaign / Battle Card Driven', 'Communication Limits', 'Cooperative Game', 'Deck Construction', 'Deck, Bag, and Pool Building', 'Grid Movement', 'Hand Management', 'Hexagon Grid', 'Legacy Game', 'Modular Board', 'Once-Per-Game Abilities', 'Scenario / Mission / Campaign Game', 'Simultaneous Action Selection', 'Solo / Solitaire Game', 'Variable Player Powers']",Strategy Games,0
14996,Ticket to Ride: Europe,2005,2,5,60,30,60,8,['Trains'],"['Connections', 'Contracts', 'End Game Bonuses', 'Hand Management', 'Network and Route Building', 'Open Drafting', 'Push Your Luck', 'Set Collection']",Family Games,6
103885,Star Wars: X-Wing Miniatures Game,2012,2,2,45,30,45,14,"['Aviation / Flight', 'Bluffing', 'Collectible Components', 'Miniatures', 'Movies / TV / Radio theme', 'Science Fiction', 'Wargame']","['Action Queue', 'Critical Hits and Failures', 'Dice Rolling', 'Line of Sight', 'Movement Template', 'Player Elimination', 'Simulation', 'Simultaneous Action Selection', 'Variable Player Powers']",Customizable Games,13
77423,The Lord of the Rings: The Card Game,2011,1,2,60,30,60,13,"['Adventure', 'Card Game', 'Collectible Components', 'Fantasy', 'Novel-based']","['Cooperative Game', 'Deck Construction', 'Events', 'Hand Management', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game', 'Variable Set-up']",Customizable Games,7
233867,Welcome To...,2018,1,100,25,25,25,10,['City Building'],"['Bingo', 'Contracts', 'Paper-and-Pencil', 'Pattern Building', 'Simultaneous Action Selection', 'Solo / Solitaire Game']",Family Games,15
148949,Istanbul,2014,2,5,60,40,60,10,['Economic'],"['Contracts', 'Dice Rolling', 'Grid Movement', 'Modular Board', 'Network and Route Building', 'Pick-up and Deliver', 'Race', 'Variable Set-up', 'Worker Placement']",Family Games,16
296151,Viscounts of the West Kingdom,2020,1,4,90,60,90,12,['Medieval'],"['Area Majority / Influence', 'Deck, Bag, and Pool Building', 'End Game Bonuses', 'Hand Management', 'King of the Hill', 'Modular Board', 'Rondel', 'Set Collection', 'Solo / Solitaire Game', 'Variable Player Powers']",Strategy Games,3
283948,Marco Polo II: In the Service of the Khan,2019,2,4,120,60,120,12,"['Dice', 'Economic', 'Medieval', 'Travel']","['Contracts', 'Dice Rolling', 'Point to Point Movement', 'Resource to Move', 'Variable Player Powers', 'Worker Placement', 'Worker Placement with Dice Workers']",Strategy Games,5
82222,Xia: Legends of a Drift System,2014,3,5,180,60,180,12,"['Adventure', 'Exploration', 'Fighting', 'Science Fiction', 'Space Exploration', 'Transportation']","['Action Points', 'Dice Rolling', 'Grid Movement', 'Map Addition', 'Modular Board', 'Pick-up and Deliver', 'Race', 'Roll / Spin and Move', 'Tile Placement', 'Variable Player Powers']",Strategy Games,6
328871,Terraforming Mars: Ares Expedition,2021,1,4,60,45,60,14,"['Card Game', 'Science Fiction', 'Space Exploration']","['End Game Bonuses', 'Follow', 'Hand Management', 'Income', 'Set Collection', 'Simultaneous Action Selection', 'Solo / Solitaire Game', 'Tags', 'Tech Trees / Tech Tracks', 'Track Movement', 'Variable Phase Order', 'Variable Player Powers', 'Variable Set-up']",Strategy Games,3
244522,That's Pretty Clever!,2018,1,4,30,30,30,8,"['Dice', 'Number']","['Dice Rolling', 'Highest-Lowest Scoring', 'Paper-and-Pencil', 'Re-rolling and Locking', 'Solo / Solitaire Game']",Family Games,10
463,Magic: The Gathering,1993,2,2,20,20,20,13,"['Card Game', 'Collectible Components', 'Fantasy', 'Fighting']","['Betting and Bluffing', 'Closed Drafting', 'Deck Construction', 'Hand Management', 'Income', 'Interrupts', 'Player Elimination', 'Take That']",Customizable Games,11
265188,Glen More II: Chronicles,2019,2,4,120,90,120,12,"['City Building', 'Economic', 'Farming', 'Territory Building']","['Commodity Speculation', 'Grid Movement', 'Market', 'Rondel', 'Set Collection', 'Tile Placement', 'Turn Order: Time Track']",Strategy Games,2
9609,War of the Ring,2004,2,4,120,120,120,12,"['Adventure', 'Fantasy', 'Fighting', 'Novel-based', 'Territory Building', 'Wargame']","['Action Points', 'Area Majority / Influence', 'Area Movement', 'Campaign / Battle Card Driven', 'Dice Rolling', 'Events', 'Hand Management']",Thematic Games,6
43111,Chaos in the Old World,2009,3,4,120,60,120,13,"['Fantasy', 'Fighting', 'Horror', 'Mythology', 'Wargame']","['Action Points', 'Area Majority / Influence', 'Area Movement', 'Dice Rolling', 'Events', 'Hand Management', 'Role Playing', 'Take That', 'Variable Player Powers']",Strategy Games,9
268864,Undaunted: Normandy,2019,2,2,60,45,60,14,"['Wargame', 'World War II']","['Deck, Bag, and Pool Building', 'Dice Rolling', 'Hand Management', 'Modular Board', 'Open Drafting', 'Simulation']",Wargames,11
54043,Jaipur,2009,2,2,30,30,30,12,"['Animals', 'Card Game', 'Economic']","['Hand Management', 'Hidden Victory Points', 'Market', 'Open Drafting', 'Score-and-Reset Game', 'Set Collection']",Family Games,10
189932,Tyrants of the Underdark,2016,2,4,60,60,60,14,"['Fantasy', 'Fighting']","['Area Majority / Influence', 'Connections', 'Deck, Bag, and Pool Building', 'Delayed Purchase', 'Variable Set-up', 'Zone of Control']",Strategy Games,1
304783,Hadrian's Wall,2021,1,6,60,30,60,12,"['Ancient', 'City Building']","['Hand Management', 'Paper-and-Pencil', 'Solo / Solitaire Game', 'Tech Trees / Tech Tracks']",Strategy Games,4
287954,Azul: Summer Pavilion,2019,2,4,45,30,45,8,"['Abstract Strategy', 'Puzzle']","['End Game Bonuses', 'Open Drafting', 'Pattern Building', 'Set Collection', 'Tile Placement', 'Turn Order: Claim Action']",Abstract Games,9
104162,Descent: Journeys in the Dark (Second Edition),2012,1,5,120,120,120,14,"['Adventure', 'Exploration', 'Fantasy', 'Fighting', 'Miniatures']","['Action Points', 'Cooperative Game', 'Dice Rolling', 'Grid Movement', 'Hand Management', 'Line of Sight', 'Map Addition', 'Modular Board', 'Movement Points', 'Multiple Maps', 'Once-Per-Game Abilities', 'Scenario / Mission / Campaign Game', 'Stat Check Resolution', 'Team-Based Game', 'Variable Player Powers']",Thematic Games,3
188920,This War of Mine: The Board Game,2017,1,6,120,45,120,18,"['Adventure', 'Exploration', 'Mature / Adult', 'Modern Warfare', 'Video Game Theme']","['Action Points', 'Cooperative Game', 'Dice Rolling', 'Events', 'Grid Movement', 'Narrative Choice / Paragraph', 'Push Your Luck', 'Role Playing', 'Scenario / Mission / Campaign Game', 'Simulation', 'Solo / Solitaire Game', 'Storytelling', 'Variable Player Powers', 'Worker Placement']",Thematic Games,10
249259,War Chest,2018,2,4,30,30,30,14,"['Abstract Strategy', 'Medieval', 'Wargame']","['Area Majority / Influence', 'Deck, Bag, and Pool Building', 'Delayed Purchase', 'Grid Movement', 'Hand Management', 'Hexagon Grid', 'Team-Based Game', 'Turn Order: Claim Action', 'Variable Player Powers']",Abstract Games,2
329082,Radlands,2021,2,2,40,20,40,14,"['Card Game', 'Fighting', 'Science Fiction']","['Action Points', 'Action Queue', 'Hand Management', 'Take That', 'Variable Player Powers']",Strategy Games,5
10630,Memoir '44,2004,2,8,60,30,60,8,"['Miniatures', 'Wargame', 'World War II']","['Area Majority / Influence', 'Campaign / Battle Card Driven', 'Command Cards', 'Dice Rolling', 'Die Icon Resolution', 'Grid Movement', 'Hand Management', 'Hexagon Grid', 'Line of Sight', 'Modular Board', 'Movement Points', 'Scenario / Mission / Campaign Game', 'Simulation', 'Team-Based Game', 'Variable Set-up']",Wargames,6
282524,Horrified,2019,1,5,60,60,60,10,"['Horror', 'Miniatures', 'Movies / TV / Radio theme']","['Action Points', 'Cooperative Game', 'Dice Rolling', 'Pick-up and Deliver', 'Point to Point Movement', 'Solo / Solitaire Game', 'Variable Player Powers', 'Variable Set-up']",Family Games,5
39463,Cosmic Encounter,2008,3,5,120,60,120,12,"['Bluffing', 'Negotiation', 'Science Fiction', 'Space Exploration']","['Alliances', 'Card Play Conflict Resolution', 'Hand Management', 'Interrupts', 'Negotiation', ""Prisoner's Dilemma"", 'Race', 'Simultaneous Action Selection', 'Take That', 'Trading', 'Variable Player Powers']",Strategy Games,2
17133,Railways of the World,2005,2,6,120,120,120,10,"['Trains', 'Transportation', 'Video Game Theme']","['Action Points', 'Connections', 'End Game Bonuses', 'Hexagon Grid', 'Income', 'Loans', 'Network and Route Building', 'Open Drafting', 'Ownership', 'Pick-up and Deliver', 'Tile Placement', 'Turn Order: Auction']",Strategy Games,4
209418,Dominion (Second Edition),2016,2,4,30,30,30,14,"['Card Game', 'Medieval']","['Deck, Bag, and Pool Building', 'Delayed Purchase', 'Hand Management', 'Open Drafting', 'Variable Set-up']",Strategy Games,0
128882,The Resistance: Avalon,2012,5,10,30,30,30,13,"['Bluffing', 'Card Game', 'Deduction', 'Fantasy', 'Medieval', 'Negotiation', 'Party Game', 'Spies/Secret Agents']","['Finale Ending', 'Hidden Roles', 'Roles with Asymmetric Information', 'Simultaneous Action Selection', 'Team-Based Game', 'Traitor Game', 'Variable Player Powers', 'Voting']",Party Games,4
155426,Castles of Mad King Ludwig,2014,1,4,90,90,90,13,"['Post-Napoleonic', 'Puzzle']","['Auction: Dutch', 'End Game Bonuses', 'Hidden Victory Points', 'I Cut, You Choose', 'Increase Value of Unchosen Resources', 'Pattern Building', 'Set Collection', 'Tile Placement', 'Turn Order: Progressive']",Strategy Games,20
