,title,rating,year_published,min_players,max_players,play_time,pt_min,pt_max,age,complexity,categories,mechanics,subdomain,num_honors
15987,Arkham Horror,7.03541,2005,1,8,240,120,240,14,3.5801,"['Adventure', 'Fighting', 'Horror', 'Novel-based']","['Cooperative Game', 'Dice Rolling', 'Events', 'Finale Ending', 'Hand Management', 'Lose a Turn', 'Point to Point Movement', 'Role Playing', 'Solo / Solitaire Game', 'Stat Check Resolution', 'Variable Player Powers']",Thematic Games,2
194594,Dice Forge,7.035,2017,2,4,45,45,45,10,1.9713,"['Ancient', 'Dice', 'Fantasy', 'Mythology']","['Deck, Bag, and Pool Building', 'Dice Rolling', 'Open Drafting', 'Random Production']",Family Games,11
262211,Cloudspire,7.03319,2019,1,4,180,90,180,13,4.3498,"['Exploration', 'Fantasy', 'Video Game Theme']","['Action Queue', 'Bias', 'Cooperative Game', 'Dice Rolling', 'Events', 'Hexagon Grid', 'Modular Board', 'Solo / Solitaire Game', 'Tech Trees / Tech Tracks', 'Tile Placement', 'Turn Order: Progressive', 'Variable Player Powers']",Strategy Games,2
198773,Codenames: Pictures,7.03269,2016,2,8,15,15,15,10,1.2353,"['Card Game', 'Deduction', 'Party Game', 'Spies/Secret Agents']","['Communication Limits', 'Memory', 'Push Your Luck', 'Team-Based Game']",Party Games,6
246684,Smartphone Inc.,7.03251,2018,1,5,90,60,90,12,2.7622,"['Economic', 'Industry / Manufacturing']","['Action Queue', 'Area Majority / Influence', 'Layering', 'Network and Route Building', 'Simultaneous Action Selection', 'Solo / Solitaire Game', 'Variable Set-up']",Strategy Games,4
202426,Sidereal Confluence,7.03221,2017,4,9,180,120,180,14,3.5541,"['Economic', 'Negotiation', 'Real-time', 'Science Fiction', 'Space Exploration']","['Auction/Bidding', 'Negotiation', 'Real-Time', 'Trading', 'Variable Player Powers']",Strategy Games,4
170771,Sword & Sorcery,7.03089,2017,1,5,90,60,90,12,4.0864,"['Adventure', 'Fantasy', 'Fighting', 'Miniatures']","['Action Points', 'Area Movement', 'Cooperative Game', 'Dice Rolling', 'Modular Board', 'Role Playing', 'Solo / Solitaire Game', 'Variable Player Powers']",Thematic Games,0
154809,Nippon,7.03084,2015,2,4,120,60,120,12,3.7793,"['Economic', 'Industry / Manufacturing']","['Area Majority / Influence', 'Variable Phase Order']",Strategy Games,8
40765,Clash of Cultures,7.03008,2012,2,4,240,180,240,14,3.5972,"['Ancient', 'City Building', 'Civilization', 'Economic', 'Exploration', 'Territory Building']","['Action Points', 'Area Majority / Influence', 'Dice Rolling', 'Grid Movement', 'Hand Management', 'Hexagon Grid', 'Modular Board', 'Tech Trees / Tech Tracks', 'Trading']",Strategy Games,2
186751,Mythic Battles: Pantheon,7.0282,2017,2,4,90,60,90,14,3.0333,"['Ancient', 'Card Game', 'Miniatures', 'Mythology', 'Wargame']","['Area Movement', 'Campaign / Battle Card Driven', 'Command Cards', 'Dice Rolling', 'Hand Management', 'Line of Sight', 'Open Drafting', 'Player Elimination', 'Scenario / Mission / Campaign Game', 'Simulation', 'Team-Based Game', 'Variable Player Powers']",Strategy Games,0
161614,Stockpile,7.028,2015,2,5,45,45,45,13,2.1111,['Economic'],"['Auction/Bidding', 'Auction: Fixed Placement', 'Commodity Speculation', 'Constrained Bidding', 'Investment', 'Market', 'Open Drafting', 'Stock Holding', 'Victory Points as a Resource']",Strategy Games,3
54625,Space Hulk (Third Edition),7.0243,2009,2,2,60,60,60,12,2.7862,"['Fighting', 'Miniatures', 'Science Fiction', 'Wargame']","['Action Points', 'Dice Rolling', 'Grid Movement', 'Modular Board', 'Scenario / Mission / Campaign Game']",Thematic Games,8
229220,Santa Maria,7.02426,2017,1,4,90,45,90,12,3.0474,"['Civilization', 'Farming']","['Dice Rolling', 'Network and Route Building', 'Open Drafting', 'Set Collection', 'Tile Placement', 'Variable Player Powers']",Strategy Games,3
251658,Sprawlopolis,7.02406,2018,1,4,20,15,20,8,1.8393,"['Card Game', 'City Building', 'Territory Building']","['Closed Drafting', 'Cooperative Game', 'Hand Management', 'Layering', 'Solo / Solitaire Game', 'Tile Placement']",Family Games,2
92415,Skull,7.02347,2011,3,6,45,15,45,10,1.12,"['Bluffing', 'Card Game', 'Party Game']","['Auction/Bidding', 'Bids As Wagers', 'Hand Management', 'Player Elimination']",Party Games,6
121,Dune,7.02294,1979,2,6,180,60,180,12,3.4501,"['Bluffing', 'Fighting', 'Negotiation', 'Novel-based', 'Political', 'Science Fiction']","['Alliances', 'Area Majority / Influence', 'Area Movement', 'Auction/Bidding', 'Force Commitment', 'Hand Management', 'Map Deformation', 'Team-Based Game', 'Variable Player Powers']",Strategy Games,0
138161,Firefly: The Game,7.02147,2013,1,4,240,120,240,13,2.9543,"['Adventure', 'Movies / TV / Radio theme', 'Science Fiction', 'Space Exploration', 'Travel']","['Area Movement', 'Dice Rolling', 'Open Drafting', 'Pick-up and Deliver', 'Solo / Solitaire Game', 'Take That', 'Trading', 'Variable Player Powers']",Thematic Games,2
36932,Claustrophobia,7.02131,2009,2,2,45,45,45,14,2.4834,"['Adventure', 'Exploration', 'Fantasy', 'Fighting', 'Horror', 'Miniatures']","['Dice Rolling', 'Grid Movement', 'Line of Sight', 'Modular Board', 'Scenario / Mission / Campaign Game', 'Variable Player Powers']",Thematic Games,7
55670,Macao,7.02053,2009,2,4,100,50,100,12,3.1349,"['Dice', 'Nautical']","['Action Points', 'Dice Rolling', 'Hand Management', 'Network and Route Building', 'Open Drafting', 'Pick-up and Deliver', 'Set Collection']",Strategy Games,6
128671,Spartacus: A Game of Blood and Treachery,7.0204,2012,3,4,180,120,180,17,2.7222,"['Ancient', 'Dice', 'Fighting', 'Miniatures', 'Movies / TV / Radio theme', 'Negotiation']","['Auction/Bidding', 'Betting and Bluffing', 'Bribery', 'Dice Rolling', 'Grid Movement', 'Hand Management', 'Movement Points', 'Sudden Death Ending', 'Trading', 'Variable Player Powers']",Thematic Games,2
66188,Fresco,7.01844,2010,2,4,60,60,60,10,2.6296,['Renaissance'],"['Action Queue', 'Grid Movement', 'Market', 'Set Collection', 'Simultaneous Action Selection', 'Turn Order: Stat-Based']",Family Games,20
243,Advanced Squad Leader,7.01701,1985,2,2,480,120,480,14,4.7419,"['Wargame', 'World War II']","['Critical Hits and Failures', 'Dice Rolling', 'Grid Movement', 'Hexagon Grid', 'Interrupts', 'Line of Sight', 'Modular Board', 'Movement Points', 'Ratio / Combat Results Table', 'Scenario / Mission / Campaign Game', 'Secret Unit Deployment', 'Simulation', 'Variable Player Powers', 'Variable Set-up']",Wargames,0
245654,Railroad Ink: Deep Blue Edition,6.93168,2018,1,6,30,20,30,8,1.4686,"['Dice', 'Trains']","['Bingo', 'Connections', 'Crayon Rail System', 'Dice Rolling', 'Line Drawing', 'Network and Route Building', 'Paper-and-Pencil', 'Simultaneous Action Selection', 'Solo / Solitaire Game']",Family Games,3
97786,Small World Underground,6.93159,2011,2,5,90,30,90,8,2.5857,"['Fantasy', 'Fighting', 'Territory Building']","['Area Majority / Influence', 'Area Movement', 'Dice Rolling', 'King of the Hill', 'Variable Player Powers']",Family Games,0
175095,Dawn of the Zeds (Third Edition),6.93097,2016,1,5,120,90,120,14,3.7939,"['Horror', 'Zombies']","['Action Points', 'Campaign / Battle Card Driven', 'Cooperative Game', 'Dice Rolling', 'Move Through Deck', 'Point to Point Movement', 'Ratio / Combat Results Table', 'Solo / Solitaire Game']",Thematic Games,1
21790,Thurn and Taxis,6.93051,2006,2,4,60,60,60,10,2.2596,"['Post-Napoleonic', 'Transportation']","['Hand Management', 'Network and Route Building', 'Open Drafting', 'Set Collection']",Family Games,19
144797,Argent: The Consortium,6.93035,2015,2,5,150,60,150,10,3.7913,"['Fantasy', 'Political']","['Area Majority / Influence', 'Modular Board', 'Take That', 'Variable Player Powers', 'Worker Placement', 'Worker Placement, Different Worker Types']",Strategy Games,1
247367,"Air, Land, & Sea",6.92821,2019,2,2,30,15,30,14,1.7191,"['Card Game', 'Print & Play', 'Wargame', 'World War II']","['Card Play Conflict Resolution', 'Hand Management']",Strategy Games,1
206941,First Class: All Aboard the Orient Express!,6.92752,2016,2,4,80,40,80,10,2.7971,"['Card Game', 'Trains']","['Open Drafting', 'Set Collection', 'Variable Set-up']",Strategy Games,7
65781,London,6.92524,2010,2,4,90,90,90,13,2.8852,"['City Building', 'Economic']","['Hand Management', 'Open Drafting']",Strategy Games,5
156009,Port Royal,6.92419,2014,2,5,50,20,50,8,1.628,"['Card Game', 'Economic', 'Nautical', 'Pirates']","['Contracts', 'Events', 'Market', 'Move Through Deck', 'Open Drafting', 'Push Your Luck', 'Race', 'Set Collection']",Family Games,7
142379,Escape Plan,6.92417,2019,1,5,120,60,120,12,3.676,"['Adventure', 'Exploration', 'Mafia']","['Area Movement', 'Enclosure', 'Hexagon Grid', 'Modular Board', 'Open Drafting', 'Tile Placement']",Strategy Games,5
105551,Archipelago,6.92389,2012,2,5,240,30,240,14,3.7314,"['Civilization', 'Economic', 'Exploration', 'Nautical', 'Negotiation', 'Renaissance']","['Area Majority / Influence', 'Auction/Bidding', 'Commodity Speculation', 'Grid Movement', 'Hexagon Grid', 'Map Addition', 'Market', 'Modular Board', 'Semi-Cooperative Game', 'Tile Placement', 'Trading', 'Traitor Game', 'Worker Placement']",Strategy Games,2
95527,Madeira,6.92316,2013,2,4,150,60,150,12,4.2991,"['Dice', 'Economic', 'Farming', 'Nautical']","['Area Majority / Influence', 'Dice Rolling', 'Turn Order: Pass Order', 'Turn Order: Stat-Based', 'Worker Placement', 'Worker Placement with Dice Workers']",Strategy Games,6
336382,Marvel United: X-Men,6.9229,2021,1,5,40,40,40,14,2,"['Card Game', 'Comic Book / Strip', 'Fighting']","['Cooperative Game', 'Hand Management', 'Modular Board', 'Solo / Solitaire Game', 'Team-Based Game', 'Variable Player Powers']",Family Games,1
303057,Pan Am,6.92139,2020,2,4,60,60,60,12,2.4286,"['Aviation / Flight', 'Economic', 'Transportation']","['Auction/Bidding', 'Auction: Fixed Placement', 'Connections', 'Constrained Bidding', 'Events', 'Income', 'Stock Holding', 'Turn Order: Claim Action', 'Turn Order: Progressive', 'Worker Placement']",Strategy Games,0
315767,Cartographers Heroes,6.91939,2021,1,100,45,30,45,10,2.08,"['Fantasy', 'Territory Building']","['Bingo', 'Grid Coverage', 'Line Drawing', 'Paper-and-Pencil', 'Solo / Solitaire Game', 'Square Grid']",Strategy Games,0
31999,TZAAR,6.91927,2007,2,2,60,30,60,13,2.5308,['Abstract Strategy'],"['Grid Movement', 'Map Reduction']",Abstract Games,6
36553,Time's Up! Title Recall!,6.91915,2008,4,18,60,60,60,12,1.1889,"['Humor', 'Movies / TV / Radio theme', 'Party Game']","['Acting', 'Communication Limits', 'Memory', 'Team-Based Game']",Party Games,2
206480,Imperial Struggle,6.91887,2020,2,2,240,120,240,14,3.9777,"['Age of Reason', 'Wargame']","['Area Majority / Influence', 'Campaign / Battle Card Driven', 'Events', 'Open Drafting', 'Point to Point Movement', 'Secret Unit Deployment', 'Simulation']",Strategy Games,16
252328,Star Wars: X-Wing (Second Edition),6.91885,2018,2,2,45,30,45,14,3.1167,"['Aviation / Flight', 'Bluffing', 'Collectible Components', 'Miniatures', 'Movies / TV / Radio theme', 'Science Fiction', 'Wargame']","['Action Queue', 'Critical Hits and Failures', 'Dice Rolling', 'Line of Sight', 'Movement Template', 'Player Elimination', 'Simultaneous Action Selection', 'Variable Player Powers']",Customizable Games,0
171668,The Grizzled,6.91869,2015,2,5,30,30,30,14,1.9771,"['Card Game', 'World War I']","['Communication Limits', 'Cooperative Game', 'Hand Management', 'Move Through Deck', 'Push Your Luck', 'Variable Player Powers']",Thematic Games,12
9674,Ingenious,6.91866,2004,1,4,45,30,45,8,1.9111,['Abstract Strategy'],"['Hand Management', 'Highest-Lowest Scoring', 'Pattern Building', 'Team-Based Game', 'Tile Placement']",Abstract Games,19
127398,Legends of Andor,6.91783,2012,2,4,90,60,90,10,2.7628,"['Adventure', 'Fantasy', 'Fighting', 'Puzzle']","['Area Movement', 'Cooperative Game', 'Dice Rolling', 'Scenario / Mission / Campaign Game', 'Variable Player Powers']",Thematic Games,17
322708,Descent: Legends of the Dark,6.91702,2021,1,4,180,120,180,14,2.7105,"['Adventure', 'Fantasy', 'Fighting', 'Miniatures']","['Cooperative Game', 'Dice Rolling', 'Grid Movement', 'Modular Board', 'Movement Points', 'Role Playing', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game', 'Variable Player Powers']",Thematic Games,2
125618,Libertalia,6.91643,2012,2,6,60,40,60,14,2.241,"['Card Game', 'Pirates']","['Action Queue', 'Hand Management', 'Selection Order Bid', 'Set Collection', 'Simultaneous Action Selection', 'Take That', 'Turn Order: Role Order', 'Variable Phase Order']",Strategy Games,3
221965,The Fox in the Forest,6.91625,2017,2,2,30,30,30,10,1.5737,"['Animals', 'Card Game', 'Fantasy']","['Hand Management', 'Trick-taking']",Family Games,8
90419,Airlines Europe,6.91487,2011,2,5,75,75,75,10,2.4359,"['Aviation / Flight', 'Economic']","['Investment', 'Network and Route Building', 'Open Drafting', 'Set Collection', 'Stock Holding']",Family Games,8
6249,Alhambra,6.91318,2003,2,6,60,45,60,8,2.1007,"['City Building', 'Medieval']","['Hand Management', 'Memory', 'Open Drafting', 'Set Collection', 'Tile Placement']",Family Games,15
239942,Black Rose Wars,6.91241,2019,2,4,90,90,90,14,3.4493,"['Bluffing', 'Card Game', 'Fantasy', 'Miniatures', 'Renaissance']","['Action Queue', 'Area Majority / Influence', 'Area Movement', 'Campaign / Battle Card Driven', 'Deck, Bag, and Pool Building', 'Hand Management', 'Modular Board', 'Variable Player Powers']",Strategy Games,0
365717,Clank!: Catacombs,6.91109,2022,2,4,90,45,90,13,2.5192,"['Adventure', 'Fantasy']","['Deck, Bag, and Pool Building', 'Delayed Purchase', 'End Game Bonuses', 'Movement Points', 'Open Drafting', 'Player Elimination', 'Point to Point Movement', 'Push Your Luck', 'Tile Placement', 'Variable Set-up']",Family Games,0
123123,BattleCON: Devastation of Indines,6.91047,2013,1,5,45,45,45,10,3.0875,"['Card Game', 'Fantasy', 'Fighting']","['Hand Management', 'Point to Point Movement', 'Simultaneous Action Selection', 'Solo / Solitaire Game', 'Team-Based Game', 'Variable Player Powers']",Strategy Games,2
133848,Euphoria: Build a Better Dystopia,6.90972,2013,2,6,60,60,60,13,3.1169,['Science Fiction'],"['Dice Rolling', 'Hand Management', 'Race', 'Set Collection', 'Trading', 'Variable Player Powers', 'Worker Placement', 'Worker Placement with Dice Workers']",Strategy Games,7
875,Roads & Boats,6.90908,1999,1,4,240,240,240,14,4.194,"['City Building', 'Civilization', 'Economic', 'Industry / Manufacturing', 'Transportation']","['Grid Movement', 'Line Drawing', 'Modular Board', 'Network and Route Building', 'Pick-up and Deliver']",Strategy Games,0
163968,Elysium,6.90893,2015,2,4,60,60,60,14,2.7601,"['Ancient', 'Card Game', 'Mythology']","['Open Drafting', 'Set Collection', 'Take That', 'Turn Order: Claim Action', 'Variable Set-up']",Strategy Games,10
18,RoboRally,6.9086,1994,2,8,120,45,120,12,2.429,"['Maze', 'Miniatures', 'Racing', 'Science Fiction']","['Action Queue', 'Bias', 'Grid Movement', 'Lose a Turn', 'Modular Board', 'Programmed Movement', 'Race', 'Scenario / Mission / Campaign Game', 'Simultaneous Action Selection']",Strategy Games,3
147949,One Night Ultimate Werewolf,6.90783,2014,3,10,10,10,10,8,1.3802,"['Bluffing', 'Card Game', 'Deduction', 'Horror', 'Party Game']","['Hidden Roles', 'Role Playing', 'Roles with Asymmetric Information', 'Traitor Game', 'Variable Player Powers', 'Voting']",Party Games,5
102652,Sentinels of the Multiverse,6.90643,2011,2,5,60,30,60,8,2.5128,"['Card Game', 'Comic Book / Strip', 'Fighting']","['Cooperative Game', 'Hand Management', 'Solo / Solitaire Game', 'Variable Player Powers']",Thematic Games,1
31730,Wabash Cannonball,6.90636,2007,2,6,60,30,60,12,2.7767,"['Economic', 'Post-Napoleonic', 'Trains', 'Transportation']","['Auction/Bidding', 'Auction: Turn Order Until Pass', 'Investment', 'Network and Route Building', 'Ownership', 'Stock Holding']",Strategy Games,3
91312,Discworld: Ankh-Morpork,6.90574,2011,2,4,60,60,60,11,2.2065,"['Bluffing', 'Card Game', 'City Building', 'Deduction', 'Fantasy', 'Novel-based']","['Area Majority / Influence', 'Dice Rolling', 'Events', 'Hand Management', 'Hidden Roles', 'Interrupts', 'Roles with Asymmetric Information', 'Sudden Death Ending', 'Take That']",Thematic Games,5
133473,Sushi Go!,6.90572,2013,2,5,15,15,15,8,1.1591,['Card Game'],"['Closed Drafting', 'End Game Bonuses', 'Hand Management', 'Set Collection', 'Simultaneous Action Selection']",Family Games,9
27173,Vikings,6.90366,2007,2,4,60,60,60,10,2.5421,"['Economic', 'Medieval', 'Nautical', 'Territory Building']","['Auction/Bidding', 'Rondel', 'Tile Placement', 'Victory Points as a Resource']",Strategy Games,7
220,High Society,6.90202,1995,3,5,30,15,30,10,1.4889,['Card Game'],"['Auction/Bidding', 'Auction: Turn Order Until Pass', 'Constrained Bidding', 'Hand Management']",Family Games,1
58421,Egizia,6.90163,2009,2,4,90,90,90,12,2.8359,"['Ancient', 'Farming']","['Bias', 'End Game Bonuses', 'Open Drafting', 'Worker Placement']",Strategy Games,7
284435,Nova Luna,6.90163,2019,1,4,60,30,60,8,1.8731,"['Abstract Strategy', 'Puzzle']","['Contracts', 'Race', 'Tile Placement', 'Turn Order: Time Track']",Abstract Games,5
97842,Last Will,6.901,2011,2,5,75,45,75,14,2.7173,"['Card Game', 'Economic', 'Humor']","['Action Points', 'Hand Management', 'Victory Points as a Resource', 'Worker Placement']",Strategy Games,4
153938,Camel Up,6.90052,2014,2,8,30,20,30,8,1.478,"['Animals', 'Dice', 'Racing']","['Betting and Bluffing', 'Dice Rolling', 'End Game Bonuses', 'Roll / Spin and Move', 'Track Movement', 'Variable Set-up']",Family Games,17
245961,Fleet: The Dice Game,6.89998,2018,1,4,45,30,45,8,2.5256,"['Dice', 'Nautical']","['Dice Rolling', 'Paper-and-Pencil', 'Solo / Solitaire Game']",Strategy Games,0
181530,Runebound (Third Edition),6.89979,2015,2,4,180,120,180,14,2.7062,"['Adventure', 'Exploration', 'Fantasy', 'Fighting']","['Action Points', 'Area Movement', 'Deck, Bag, and Pool Building', 'Dice Rolling', 'Die Icon Resolution', 'Hexagon Grid', 'Role Playing', 'Roll / Spin and Move', 'Stat Check Resolution', 'Variable Player Powers', 'Variable Set-up']",Thematic Games,0
196326,Love Letter: Premium Edition,6.89846,2016,2,8,30,20,30,8,1.32,"['Card Game', 'Deduction']","['Hand Management', 'Player Elimination']",Family Games,0
232043,Queendomino,6.89814,2017,2,4,25,25,25,8,2.0442,"['City Building', 'Fantasy', 'Medieval', 'Territory Building']","['Enclosure', 'Open Drafting', 'Tile Placement', 'Variable Phase Order']",Family Games,5
42052,Vinhos,6.89709,2010,2,4,135,60,135,12,4.203,"['Economic', 'Farming', 'Industry / Manufacturing']","['Area Majority / Influence', 'Worker Placement']",Strategy Games,4
276182,Dead Reckoning,6.89706,2022,1,4,150,90,150,14,3.4035,"['Exploration', 'Pirates', 'Territory Building']","['Area Majority / Influence', 'Area Movement', 'Deck, Bag, and Pool Building', 'Layering', 'Modular Board']",Strategy Games,0
290359,Undaunted: North Africa,6.89507,2020,2,2,60,45,60,14,2.25,"['Wargame', 'World War II']","['Deck, Bag, and Pool Building', 'Dice Rolling', 'Hexagon Grid', 'Modular Board', 'Open Drafting', 'Simulation']",Wargames,8
128780,Pax Porfiriana,6.8947,2012,1,6,120,120,120,12,3.626,"['Card Game', 'Civil War', 'Economic', 'Political', 'Post-Napoleonic', 'Wargame']","['Action Points', 'Finale Ending', 'Hand Management', 'Income', 'Market', 'Open Drafting', 'Simulation', 'Take That', 'Variable Player Powers']",Strategy Games,4
84419,Space Empires 4X,6.89454,2011,1,4,180,180,180,12,3.3856,"['Bluffing', 'Civilization', 'Science Fiction', 'Space Exploration', 'Wargame']","['Auction/Bidding', 'Dice Rolling', 'Grid Movement', 'Hexagon Grid', 'Income', 'Movement Points', 'Paper-and-Pencil', 'Secret Unit Deployment', 'Simulation', 'Tech Trees / Tech Tracks']",Wargames,3
34119,Tales of the Arabian Nights,6.89433,2009,1,6,120,120,120,12,2.1502,"['Adventure', 'Arabian', 'Exploration', 'Fantasy', 'Travel']","['Dice Rolling', 'Narrative Choice / Paragraph', 'Point to Point Movement', 'Role Playing', 'Solo / Solitaire Game', 'Storytelling', 'Variable Player Powers']",Thematic Games,5
475,Taj Mahal,6.89359,2000,2,5,90,45,90,12,2.9949,"['Bluffing', 'Political']","['Auction/Bidding', 'Auction: Turn Order Until Pass', 'Hand Management', 'Network and Route Building', 'Open Drafting', 'Set Collection']",Strategy Games,5
265402,In the Hall of the Mountain King,6.89355,2019,2,5,90,90,90,12,2.8217,"['Fantasy', 'Territory Building']","['Grid Coverage', 'Network and Route Building', 'Pick-up and Deliver', 'Team-Based Game', 'Tile Placement']",Strategy Games,0
183251,Karuba,6.89346,2015,2,4,40,30,40,8,1.4386,"['Exploration', 'Puzzle']","['Bingo', 'Connections', 'Grid Movement', 'Network and Route Building', 'Simultaneous Action Selection', 'Tile Placement']",Family Games,6
22827,StarCraft: The Board Game,6.89185,2007,2,6,240,180,240,12,3.8539,"['Civilization', 'Miniatures', 'Science Fiction', 'Space Exploration', 'Territory Building', 'Video Game Theme', 'Wargame']","['Area Majority / Influence', 'Area Movement', 'Card Play Conflict Resolution', 'Deck, Bag, and Pool Building', 'Modular Board', 'Order Counters', 'Variable Player Powers']",Strategy Games,4
170561,Valeria: Card Kingdoms,6.8918,2016,1,5,45,30,45,13,1.9847,"['Card Game', 'Dice', 'Fantasy']","['Dice Rolling', 'Open Drafting', 'Random Production', 'Variable Set-up']",Family Games,0
133038,Pathfinder Adventure Card Game: Rise of the Runelords – Base Set,6.88949,2013,1,4,90,90,90,13,2.7147,"['Adventure', 'Card Game', 'Fantasy', 'Fighting']","['Cooperative Game', 'Deck, Bag, and Pool Building', 'Dice Rolling', 'Hand Management', 'Move Through Deck', 'Role Playing', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game', 'Variable Player Powers']",Thematic Games,8
28023,Jamaica,6.8888,2007,2,6,60,30,60,8,1.6601,"['Nautical', 'Pirates', 'Racing']","['Dice Rolling', 'Hand Management', 'Roll / Spin and Move', 'Simultaneous Action Selection']",Family Games,8
151022,Baseball Highlights: 2045,6.88807,2015,1,4,45,45,45,9,2.1974,"['Card Game', 'Science Fiction', 'Sports']","['Deck, Bag, and Pool Building', 'Hand Management', 'Open Drafting', 'Solo / Solitaire Game', 'Take That']",Strategy Games,7
27746,Colosseum,6.88741,2007,3,5,90,60,90,10,2.7567,"['Ancient', 'Negotiation']","['Auction/Bidding', 'Dice Rolling', 'Roll / Spin and Move', 'Set Collection', 'Trading']",Family Games,6
117959,Las Vegas,6.88398,2012,2,5,30,30,30,8,1.1784,['Dice'],"['Area Majority / Influence', 'Dice Rolling']",Family Games,8
248490,Atlantis Rising (Second Edition),6.8838,2019,1,7,120,60,120,10,2.4362,"['Ancient', 'Civilization', 'Dice', 'Fantasy', 'Mythology', 'Prehistoric', 'Science Fiction']","['Cooperative Game', 'Dice Rolling', 'Push Your Luck', 'Solo / Solitaire Game', 'Variable Player Powers', 'Worker Placement', 'Worker Placement, Different Worker Types']",Strategy Games,2
177478,IKI,6.88291,2015,2,4,90,60,90,14,3.011,['Medieval'],"['Open Drafting', 'Pattern Building', 'Point to Point Movement', 'Rondel', 'Set Collection']",Strategy Games,3
192836,The Colonists,6.88275,2016,1,4,360,30,360,12,4.08,['Civilization'],"['Area Movement', 'Hand Management', 'Modular Board', 'Open Drafting', 'Tile Placement', 'Worker Placement']",Strategy Games,7
15363,Nexus Ops,6.88186,2005,2,4,90,90,90,12,2.232,"['Exploration', 'Fighting', 'Science Fiction', 'Wargame']","['Area Majority / Influence', 'Dice Rolling', 'Hand Management', 'Hexagon Grid', 'King of the Hill', 'Modular Board', 'Take That', 'Team-Based Game']",Thematic Games,1
2346,DVONN,6.88123,2001,2,2,30,30,30,9,2.6623,['Abstract Strategy'],"['Grid Movement', 'Map Reduction']",Abstract Games,6
503,Through the Desert,6.88051,1998,2,5,45,45,45,10,2.2024,"['Abstract Strategy', 'Animals', 'Arabian']","['Chaining', 'Connections', 'Enclosure', 'Hexagon Grid', 'Hidden Victory Points', 'Network and Route Building']",Abstract Games,4
141572,Paperback,6.87806,2014,2,5,45,45,45,8,1.9927,"['Card Game', 'Print & Play', 'Word Game']","['Cooperative Game', 'Deck, Bag, and Pool Building', 'Delayed Purchase', 'Open Drafting']",Family Games,4
159508,AquaSphere,6.87783,2014,2,4,100,100,100,12,3.6829,"['Nautical', 'Science Fiction']","['Area Majority / Influence', 'Area Movement', 'End Game Bonuses', 'Income', 'Modular Board', 'Once-Per-Game Abilities', 'Open Drafting', 'Tech Trees / Tech Tracks', 'Tile Placement', 'Turn Order: Pass Order', 'Variable Set-up']",Strategy Games,7
284189,Foundations of Rome,6.87578,2022,2,4,90,60,90,13,1.9873,"['Ancient', 'City Building', 'Economic']","['Auction: Dutch', 'Cooperative Game', 'Income', 'Market', 'Ownership', 'Square Grid', 'Tile Placement']",Strategy Games,0
283393,Aquatica,6.87561,2019,1,4,60,30,60,12,2.3097,"['Card Game', 'Fantasy', 'Nautical']","['Action Retrieval', 'Deck, Bag, and Pool Building', 'Hand Management', 'Open Drafting', 'Slide/Push', 'Solo / Solitaire Game', 'Variable Player Powers']",Strategy Games,3
4390,Carcassonne: Hunters and Gatherers,6.87298,2002,2,5,35,35,35,8,1.9207,['Prehistoric'],"['Area Majority / Influence', 'Map Addition', 'Tile Placement']",Family Games,3
172308,Broom Service,6.87281,2015,2,5,75,30,75,10,2.4,['Fantasy'],"['Area Movement', 'Follow', 'Hand Management', 'Pick-up and Deliver', 'Set Collection', 'Simultaneous Action Selection', 'Variable Phase Order']",Family Games,6
42215,Tobago,6.86716,2009,2,4,60,60,60,10,2.1277,"['Adventure', 'Deduction', 'Exploration']","['Deduction', 'Grid Movement', 'Hand Management', 'Hexagon Grid', 'Modular Board', 'Push Your Luck']",Family Games,20
212445,Blood Bowl (2016 Edition),6.84643,2016,2,2,180,60,180,12,3.5208,"['Collectible Components', 'Fantasy', 'Fighting', 'Miniatures', 'Sports']","['Critical Hits and Failures', 'Dice Rolling', 'Grid Movement', 'Movement Points', 'Variable Player Powers']",Thematic Games,0
170624,Crusaders: Thy Will Be Done,6.84599,2018,2,4,60,40,60,14,2.4409,['Medieval'],"['Grid Movement', 'Hexagon Grid', 'Mancala', 'Rondel', 'Variable Player Powers']",Strategy Games,1
143519,Quantum,6.84423,2013,2,4,60,60,60,13,2.4824,"['Dice', 'Fighting', 'Science Fiction', 'Space Exploration']","['Area Majority / Influence', 'Dice Rolling', 'Grid Movement', 'Modular Board', 'Square Grid']",Strategy Games,0
266830,QE,6.8438,2019,3,5,45,45,45,8,1.557,['Economic'],"['Auction/Bidding', 'Auction: Sealed Bid', 'End Game Bonuses', 'Memory', 'Set Collection']",Strategy Games,4
169255,A Game of Thrones: The Card Game (Second Edition),6.84346,2015,2,4,120,60,120,14,3.5274,"['Bluffing', 'Card Game', 'Collectible Components', 'Fantasy', 'Fighting', 'Negotiation', 'Novel-based', 'Political']","['Alliances', 'Hand Management', 'Open Drafting', 'Race', 'Simultaneous Action Selection', 'Take That', 'Turn Order: Stat-Based', 'Variable Player Powers']",Customizable Games,2
